userId,cancel_date,churn,start_date,end_date,has_activity,psn_gender,psn_city,psn_state,acct_day_since_reg,psn_multi_city,psn_multi_state,acct_last_level,acct_multiple_levels,act_page_about,act_page_add_friend,act_page_add_to_playlist,act_page_downgrade,act_page_error,act_page_help,act_page_home,act_page_logout,act_page_nextsong,act_page_roll_advert,act_page_save_settings,act_page_settings,act_page_submit_downgrade,act_page_submit_upgrade,act_page_thumbs_down,act_page_thumbs_up,act_page_upgrade,total_page_visits,unique_page_types,session_count,session_avg_pages,act_days_active,prf_top20artist_count,prf_top20artist_any,prf_top100artist_count,prf_top100artist_any,prf_unique_artist_count,prf_unique_artist_any,prf_top100song_count,prf_top100song_any,prf_top1000song_count,prf_top1000song_any,prf_unique_song_count,prf_unique_song_any
27,,False,2018-10-26,2018-11-02,False,M,Hartford-West Hartford-East Hartford,CT,79,True,False,free,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,False,0,False,0,False,0,False,0,False,0,False
143,2018-10-15 07:34:14,True,2018-10-08,2018-10-15,True,F,Virginia Beach-Norfolk-Newport News,VA-NC,61,True,True,free,False,0,0,0,0,0,0,3,0,17,2,0,0,0,0,0,1,0,23,4,1.0,552.0,1.0,4,True,8,True,1,True,5,True,6,True,4,True
140,,False,2018-10-05,2018-10-12,True,F,Louisville/Jefferson County,KY-IN,30,False,True,paid,True,1,10,21,6,1,5,32,11,732,9,1,4,0,1,11,27,1,873,16,8.0,585.8190148911798,7.0,65,True,165,True,19,True,81,True,202,True,107,True
6,,False,2018-11-07,2018-11-14,True,M,Houston-The Woodlands-Sugar Land,TX,240,True,False,paid,True,0,0,3,0,0,0,3,0,144,0,0,0,0,0,1,8,0,159,5,2.0,1662.25786163522,1.0,14,True,36,True,2,True,14,True,36,True,26,True
124,,False,2018-11-17,2018-11-24,True,F,Vineland-Bridgeton,NJ,124,True,False,paid,False,1,1,3,1,0,0,11,4,224,0,0,0,0,0,4,6,0,255,9,3.0,2008.7019607843138,3.0,22,True,59,True,6,True,27,True,61,True,33,True
141,,False,2018-10-15,2018-10-22,True,F,Price,UT,49,False,False,paid,True,0,2,2,1,0,0,3,1,73,0,0,0,0,0,1,2,0,85,8,1.0,649.0,1.0,5,True,11,True,3,True,5,True,16,True,16,True
93,,False,2018-11-12,2018-11-19,True,M,Allentown-Bethlehem-Easton,PA-NJ,59,True,True,free,False,0,0,0,0,0,0,0,0,11,1,0,0,0,0,0,1,0,13,3,1.0,1621.0,1.0,3,True,4,True,0,False,0,False,6,True,1,True
81,,False,2018-11-10,2018-11-17,True,M,Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,84,True,True,paid,True,0,0,0,0,0,0,1,1,7,0,0,0,0,0,0,1,0,10,4,1.0,1768.0,1.0,0,False,0,False,0,False,0,False,1,True,0,False
40,,False,2018-10-12,2018-10-19,True,F,San Antonio-New Braunfels,TX,50,True,False,paid,True,2,0,3,0,0,1,5,0,65,0,0,2,0,1,0,4,1,84,9,2.0,803.1428571428571,2.0,6,True,15,True,4,True,6,True,17,True,16,True
94,,False,2018-10-16,2018-10-23,False,F,Omaha-Council Bluffs,NE-IA,103,True,True,free,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,False,0,False,0,False,0,False,0,False,0,False
113,,False,2018-11-08,2018-11-15,True,F,Charlotte-Concord-Gastonia,NC-SC,107,True,True,paid,True,0,0,3,1,1,0,4,0,123,0,0,1,0,0,1,7,0,141,8,2.0,1717.6382978723404,2.0,10,True,30,True,2,True,13,True,33,True,19,True
98,,False,2018-10-20,2018-10-27,True,M,Houston-The Woodlands-Sugar Land,TX,29,True,False,paid,True,0,0,7,2,1,2,11,4,162,1,0,2,0,1,1,7,1,202,13,2.0,1136.5049504950496,2.0,9,True,37,True,7,True,21,True,46,True,23,True
137,,False,2018-10-26,2018-11-02,False,M,New York-Newark-Jersey City,NY-NJ-PA,100,True,True,free,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,False,0,False,0,False,0,False,0,False,0,False
65,,False,2018-10-23,2018-10-30,True,M,Concord,NH,40,False,False,paid,True,0,6,8,1,0,0,9,1,207,0,0,1,0,0,4,11,0,248,9,2.0,1317.8306451612902,1.0,20,True,51,True,6,True,28,True,71,True,27,True
53,2018-11-19 12:34:56,True,2018-11-12,2018-11-19,True,M,Jackson,MS,52,False,False,paid,True,3,10,12,3,1,4,15,5,579,0,0,1,0,0,4,26,0,663,12,4.0,1903.7707390648568,5.0,50,True,122,True,13,True,56,True,140,True,75,True
42,,False,2018-11-10,2018-11-17,True,F,Danville,VA,53,False,False,paid,True,0,1,5,1,1,3,13,4,220,0,0,4,0,0,2,10,0,264,11,4.0,1850.8295454545455,3.0,25,True,51,True,9,True,28,True,66,True,31,True
115,,False,2018-10-05,2018-10-12,True,F,Los Angeles-Long Beach-Anaheim,CA,27,True,False,paid,True,2,12,29,15,2,6,27,7,900,8,2,6,0,1,13,49,1,1080,16,1.0,316.0,3.0,82,True,209,True,16,True,82,True,232,True,145,True
38,,False,2018-10-17,2018-10-24,True,M,Pittsburgh,PA,37,False,False,free,True,0,0,0,0,0,1,5,2,45,1,0,0,0,0,0,1,1,56,7,3.0,950.6071428571429,3.0,3,True,8,True,2,True,6,True,10,True,12,True
58,2018-10-22 15:43:26,True,2018-10-15,2018-10-22,True,M,Selma,AL,25,False,False,paid,True,0,12,31,10,0,8,34,13,969,0,1,3,0,0,14,57,0,1152,11,5.0,966.4401041666666,5.0,98,True,227,True,26,True,114,True,280,True,151,True
77,,False,2018-10-10,2018-10-17,True,F,Gainesville,FL,22,False,False,free,True,3,1,2,3,0,0,17,3,203,0,0,1,1,0,1,6,0,241,11,2.0,416.1991701244813,2.0,22,True,39,True,3,True,24,True,53,True,32,True
52,,False,2018-11-07,2018-11-14,True,F,Atlanta-Sandy Springs-Roswell,GA,87,True,False,paid,True,2,21,7,1,0,0,10,4,298,1,0,1,0,0,1,11,0,357,11,1.0,1573.0,2.0,39,True,86,True,8,True,35,True,85,True,46,True
29,2018-11-14 07:37:11,True,2018-11-07,2018-11-14,True,M,Los Angeles-Long Beach-Anaheim,CA,59,True,False,paid,True,0,1,7,0,0,4,6,3,182,0,0,4,0,0,2,13,0,222,9,4.0,1786.5675675675675,3.0,16,True,40,True,2,True,19,True,50,True,27,True
70,2018-11-14 22:34:27,True,2018-11-07,2018-11-14,True,M,Jackson,MS,144,False,False,paid,True,0,1,5,2,0,1,11,6,176,0,1,1,0,0,1,14,0,219,11,2.0,1629.6986301369864,2.0,24,True,43,True,1,True,23,True,60,True,23,True
61,,False,2018-10-10,2018-10-17,True,M,San Francisco-Oakland-Hayward,CA,29,True,False,free,True,0,9,13,5,1,3,22,7,499,11,0,1,1,0,3,26,1,602,14,3.0,565.1511627906976,4.0,57,True,127,True,9,True,61,True,161,True,79,True
46,,False,2018-10-26,2018-11-02,True,F,Los Angeles-Long Beach-Anaheim,CA,38,True,False,paid,True,1,5,8,1,0,0,9,3,156,5,0,0,0,1,3,7,1,200,12,4.0,1361.31,4.0,16,True,38,True,5,True,19,True,46,True,23,True
35,,False,2018-10-30,2018-11-06,True,F,Washington-Arlington-Alexandria,DC-VA-MD-WV,51,True,True,paid,True,3,5,12,5,0,4,13,5,341,1,0,0,0,0,3,12,0,404,11,5.0,1530.868811881188,4.0,33,True,76,True,11,True,36,True,89,True,60,True
132,,False,2018-10-06,2018-10-13,True,F,Denver-Aurora-Lakewood,CO,27,True,False,paid,True,0,0,1,1,0,2,3,1,64,0,0,0,0,0,2,7,0,81,8,2.0,632.0,2.0,5,True,15,True,4,True,10,True,23,True,12,True
127,,False,2018-10-12,2018-10-19,False,F,Dallas-Fort Worth-Arlington,TX,36,True,False,paid,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,False,0,False,0,False,0,False,0,False,0,False
136,,False,2018-10-17,2018-10-24,True,F,Charlotte-Concord-Gastonia,NC-SC,38,True,True,paid,True,0,14,22,10,0,2,20,3,654,0,1,4,0,0,3,37,0,770,11,5.0,1037.7363636363636,5.0,50,True,134,True,19,True,59,True,172,True,113,True
80,,False,2018-10-10,2018-10-17,False,F,Sacramento--Roseville--Arden-Arcade,CA,16,True,False,free,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,False,0,False,0,False,0,False,0,False,0,False
110,,False,2018-10-13,2018-10-20,False,M,Chicago-Naperville-Elgin,IL-IN-WI,26,True,True,free,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,False,0,False,0,False,0,False,0,False,0,False
129,2018-10-17 00:29:21,True,2018-10-10,2018-10-17,True,M,Flint,MI,16,False,False,paid,True,0,2,2,3,0,2,5,2,122,1,0,1,0,0,3,5,0,148,11,2.0,641.5337837837837,2.0,10,True,28,True,3,True,12,True,27,True,29,True
121,2018-10-17 07:02:29,True,2018-10-10,2018-10-17,True,M,Oxnard-Thousand Oaks-Ventura,CA,131,True,False,paid,True,1,15,11,2,0,2,32,14,408,3,3,9,0,1,5,17,2,525,15,7.0,809.9961904761905,6.0,38,True,91,True,12,True,39,True,103,True,68,True
82,,False,2018-10-05,2018-10-12,True,F,Kansas City,MO-KS,27,False,True,free,False,1,2,5,0,0,0,11,4,136,6,0,0,0,0,3,7,1,176,10,3.0,614.5795454545455,3.0,9,True,34,True,0,False,11,True,39,True,16,True
100,,False,2018-11-07,2018-11-14,True,M,Dallas-Fort Worth-Arlington,TX,48,True,False,free,True,0,0,0,0,0,2,5,4,35,1,0,0,0,0,0,2,0,49,6,5.0,1698.5102040816328,3.0,4,True,7,True,2,True,4,True,9,True,6,True
117,,False,2018-10-20,2018-10-27,True,F,Buffalo-Cheektowaga-Niagara Falls,NY,39,True,False,free,False,0,0,1,0,0,0,2,1,21,0,0,0,0,0,0,0,0,25,4,1.0,702.0,1.0,3,True,5,True,0,False,3,True,9,True,4,True
85,,False,2018-10-10,2018-10-17,True,M,Los Angeles-Long Beach-Anaheim,CA,64,True,False,free,True,1,5,12,4,0,2,18,5,311,3,0,0,1,0,5,15,0,382,12,6.0,717.2120418848167,4.0,29,True,65,True,3,True,25,True,66,True,58,True
118,,False,2018-11-10,2018-11-17,True,F,New York-Newark-Jersey City,NY-NJ-PA,52,True,True,paid,True,0,6,1,2,0,1,4,1,121,0,1,1,0,0,1,8,0,147,11,4.0,1856.6258503401361,4.0,6,True,28,True,3,True,5,True,31,True,18,True
105,2018-10-12 20:17:21,True,2018-10-05,2018-10-12,True,M,Indianapolis-Carmel-Anderson,IN,28,True,False,paid,True,0,0,0,3,0,0,5,2,69,0,1,2,0,0,3,6,0,91,8,1.0,464.0,1.0,3,True,11,True,1,True,4,True,17,True,12,True
96,,False,2018-10-10,2018-10-17,True,F,Atlantic City-Hammonton,NJ,29,True,False,paid,False,0,4,3,1,0,0,7,1,140,0,0,1,0,0,5,6,0,168,9,4.0,765.9404761904761,4.0,15,True,28,True,2,True,15,True,32,True,25,True
20,,False,2018-11-22,2018-11-29,True,F,Miami-Fort Lauderdale-West Palm Beach,FL,76,True,False,paid,True,0,1,1,1,0,1,6,1,86,0,0,1,0,0,1,9,0,108,10,3.0,2118.4166666666665,3.0,7,True,17,True,2,True,5,True,17,True,14,True
55,,False,2018-10-17,2018-10-24,True,M,Las Vegas-Henderson-Paradise,NV,42,True,False,free,False,0,0,0,0,0,0,1,2,14,0,0,0,0,0,0,0,0,17,3,2.0,1009.4117647058823,2.0,3,True,6,True,1,True,4,True,6,True,2,True
3,2018-10-30 04:59:03,True,2018-10-23,2018-10-30,True,M,Bozeman,MT,80,False,False,paid,False,1,1,3,0,0,1,7,3,154,0,0,0,0,0,3,10,0,183,9,2.0,1002.5245901639345,3.0,10,True,24,True,4,True,15,True,45,True,24,True
12,2018-10-22 07:29:34,True,2018-10-15,2018-10-22,True,F,Los Angeles-Long Beach-Anaheim,CA,72,True,False,paid,True,1,8,9,2,1,1,20,5,317,6,1,3,0,1,4,18,2,399,16,3.0,911.9774436090225,3.0,24,True,59,True,11,True,33,True,86,True,50,True
41,,False,2018-10-28,2018-11-04,True,F,Manchester-Nashua,NH,90,True,False,paid,False,0,0,3,1,0,0,3,0,89,0,1,1,0,0,0,4,0,102,7,1.0,1189.0,2.0,6,True,24,True,5,True,11,True,29,True,12,True
73,2018-10-24 17:33:07,True,2018-10-17,2018-10-24,True,F,Albany-Schenectady-Troy,NY,49,True,False,paid,True,1,7,5,0,0,1,7,2,168,0,1,2,0,0,3,5,0,202,11,2.0,987.9950495049505,2.0,13,True,28,True,6,True,10,True,36,True,39,True
17,2018-10-13 21:19:44,True,2018-10-06,2018-10-13,True,F,Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,12,True,True,paid,True,1,10,21,10,0,4,23,11,664,0,0,4,0,1,10,28,1,788,13,5.0,654.3439086294417,5.0,42,True,144,True,18,True,57,True,162,True,119,True
86,,False,2018-10-08,2018-10-15,True,M,Jacksonville,FL,90,False,False,free,False,0,1,0,0,0,0,2,0,16,0,0,0,0,0,0,0,0,19,3,1.0,651.0,1.0,0,False,1,True,0,False,1,True,2,True,2,True
7,,False,2018-10-26,2018-11-02,False,M,Seattle-Tacoma-Bellevue,WA,51,True,False,free,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,False,0,False,0,False,0,False,0,False,0,False
67,,False,2018-10-06,2018-10-13,True,M,Sacramento--Roseville--Arden-Arcade,CA,100,True,False,free,False,0,0,3,0,0,0,3,1,89,9,0,0,0,0,0,2,0,107,6,2.0,537.8224299065421,2.0,3,True,20,True,2,True,4,True,20,True,17,True
32,2018-10-08 21:10:46,True,2018-10-01,2018-10-08,True,M,Phoenix-Mesa-Scottsdale,AZ,20,True,False,free,False,0,0,4,0,0,0,1,1,38,2,0,0,0,0,0,5,0,51,6,2.0,280.0,2.0,2,True,8,True,1,True,5,True,10,True,7,True
5,,False,2018-10-05,2018-10-12,True,M,Phoenix-Mesa-Scottsdale,AZ,21,True,False,free,False,0,0,2,0,0,0,1,0,29,4,0,0,0,0,0,2,1,39,6,2.0,484.0,2.0,2,True,10,True,0,False,5,True,11,True,2,True
106,2018-11-02 13:47:04,True,2018-10-26,2018-11-02,True,F,Los Angeles-Long Beach-Anaheim,CA,39,True,False,paid,True,0,10,12,1,0,4,9,1,261,0,0,0,0,0,2,10,0,310,9,3.0,1298.1225806451612,3.0,27,True,59,True,7,True,30,True,68,True,47,True
114,,False,2018-10-09,2018-10-16,True,M,Las Vegas-Henderson-Paradise,NV,32,True,False,free,False,0,1,2,0,0,1,5,3,33,1,0,0,0,0,0,4,1,51,9,2.0,716.6078431372549,2.0,5,True,12,True,1,True,7,True,14,True,4,True
69,,False,2018-11-08,2018-11-15,False,F,Milwaukee-Waukesha-West Allis,WI,62,True,False,paid,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,False,0,False,0,False,0,False,0,False,0,False
99,,False,2018-10-06,2018-10-13,True,F,New Haven-Milford,CT,87,True,False,free,False,0,0,1,0,0,0,4,2,31,3,0,1,0,0,0,0,0,42,6,3.0,506.3333333333333,2.0,4,True,6,True,1,True,3,True,7,True,5,True
16,,False,2018-10-25,2018-11-01,False,F,Winston-Salem,NC,51,True,False,paid,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,False,0,False,0,False,0,False,0,False,0,False
49,,False,2018-10-30,2018-11-06,True,M,Napa,CA,82,False,False,paid,False,0,2,2,3,0,1,1,0,36,0,0,0,0,0,1,3,0,49,8,2.0,1008.9387755102041,2.0,3,True,8,True,0,False,1,True,6,True,6,True
50,,False,2018-10-13,2018-10-20,True,F,Dubuque,IA,33,False,False,free,False,0,0,1,0,2,0,7,2,76,4,1,1,0,0,2,4,0,100,10,2.0,653.73,2.0,8,True,15,True,3,True,8,True,20,True,8,True
24,,False,2018-11-10,2018-11-17,True,M,Troy,AL,63,False,False,free,True,1,2,1,0,0,0,2,1,64,0,0,0,0,0,0,4,0,75,7,1.0,1358.0,1.0,4,True,15,True,2,True,5,True,18,True,13,True
103,2018-11-04 14:01:31,True,2018-10-28,2018-11-04,True,F,New York-Newark-Jersey City,NY-NJ-PA,41,True,True,paid,True,0,10,12,9,0,1,14,5,372,0,0,1,0,0,4,23,0,451,10,2.0,1163.5277161862527,3.0,35,True,82,True,8,True,41,True,100,True,65,True
102,,False,2018-11-18,2018-11-25,False,M,New York-Newark-Jersey City,NY-NJ-PA,60,True,True,free,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,False,0,False,0,False,0,False,0,False,0,False
122,2018-10-20 19:01:08,True,2018-10-13,2018-10-20,True,F,Memphis,TN-MS-AR,52,False,True,free,False,0,0,0,0,0,0,2,0,6,1,0,0,0,0,0,0,0,9,3,1.0,691.0,1.0,0,False,2,True,0,False,1,True,3,True,0,False
75,,False,2018-10-13,2018-10-20,True,F,Buffalo-Cheektowaga-Niagara Falls,NY,32,True,False,paid,False,0,0,3,0,0,0,1,0,49,0,0,0,0,0,0,2,0,55,4,1.0,467.0,1.0,4,True,8,True,1,True,3,True,12,True,8,True
135,,False,2018-10-08,2018-10-15,False,F,Las Vegas-Henderson-Paradise,NV,82,True,False,free,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,False,0,False,0,False,0,False,0,False,0,False
128,,False,2018-10-17,2018-10-24,True,M,Fairbanks,AK,58,False,False,paid,True,0,10,3,0,1,3,13,5,164,0,0,1,0,0,2,6,0,208,10,2.0,909.5384615384615,2.0,16,True,37,True,3,True,21,True,40,True,26,True
111,,False,2018-11-05,2018-11-12,True,F,Detroit-Warren-Dearborn,MI,64,True,False,paid,True,0,6,2,2,0,1,5,2,138,0,0,0,0,0,2,7,0,165,9,1.0,1568.0,1.0,14,True,33,True,6,True,18,True,46,True,19,True
112,,False,2018-10-23,2018-10-30,True,M,Muncie,IN,55,False,False,free,False,0,1,1,0,0,0,2,0,28,1,0,0,0,0,0,0,0,33,5,1.0,580.0,1.0,1,True,7,True,0,False,1,True,7,True,4,True
145,,False,2018-10-10,2018-10-17,True,F,Pittsburgh,PA,57,False,False,paid,False,0,5,1,0,0,0,3,2,92,0,0,1,0,0,0,4,0,108,7,4.0,809.9351851851852,3.0,11,True,23,True,3,True,14,True,21,True,15,True
66,,False,2018-10-17,2018-10-24,True,F,Los Angeles-Long Beach-Anaheim,CA,89,True,False,free,False,0,1,2,0,0,1,7,2,108,10,0,0,0,0,0,4,1,136,9,3.0,980.1691176470588,3.0,15,True,29,True,2,True,16,True,32,True,19,True
83,,False,2018-10-04,2018-10-11,True,M,Anchorage,AK,74,False,False,free,False,0,0,0,0,0,1,3,0,40,2,0,0,0,0,1,2,0,49,6,3.0,164.75510204081633,3.0,2,True,4,True,0,False,2,True,5,True,3,True
44,,False,2018-10-26,2018-11-02,True,F,Bridgeport-Stamford-Norwalk,CT,38,True,False,paid,True,2,7,8,1,0,5,10,3,361,0,1,4,0,0,1,24,0,427,12,1.0,758.0,2.0,32,True,76,True,15,True,43,True,90,True,60,True
11,,False,2018-11-07,2018-11-14,True,F,Providence-Warwick,RI-MA,111,True,True,free,True,0,1,0,0,0,0,5,2,56,5,1,1,0,0,0,5,2,78,9,2.0,1664.8461538461538,2.0,3,True,11,True,2,True,4,True,13,True,7,True
91,,False,2018-10-26,2018-11-02,True,M,New Haven-Milford,CT,89,True,False,paid,True,0,2,3,1,0,1,8,2,209,0,0,0,0,0,1,11,0,238,9,1.0,1223.0,2.0,17,True,53,True,3,True,28,True,63,True,32,True
37,,False,2018-11-16,2018-11-23,True,M,Austin-Round Rock,TX,88,True,False,paid,True,0,8,9,1,0,0,14,4,308,0,0,3,0,0,0,21,0,368,8,3.0,2067.725543478261,4.0,32,True,69,True,10,True,42,True,86,True,52,True
